"ID","year","used_out","used_in","month","month_long","avail_pts","m_elev","m_snd","m_a.sin","m_a.cos","m_rough","m_bio","m_herb","m_shrub","m_tree","m_SC_elev","m_SC_a.sin","m_SC_a.cos","m_SC_rough","m_SC_bio","m_SC_herb","m_SC_shrub","m_SC_tree","m_road","m_PDSI","Intercept_beta","Elev_beta","Asp_sin_beta","Asp_cos_beta","Rough_beta","Herb_beta","Shrub_beta","Tree_beta","Intercept_stder","Elev_stder","Asp_sin_stder","Asp_cos_stder","Rough_stder","Herb_stder","Shrub_stder","Tree_stder","is.Winter","is.Spring","is.Summer","unit","sex","age_class","mig_tend","is.Fall","is.2018","is.2019","is.2020","is.2021","mortality","age","b_year","tendency","is.mig","is.res","is.unk_mig","is.Adult","is.age_unk","is.Male","is.Female","is.unk","is.AntelopeIsland","is.Dugway","is.NorthSlope","is.Plateau","is.SouthwestDesert","is.WestDesert","is.Woodruff","clim.reg","is.NorthCentral","is.NorthMnt","is.Western","is.SouthCentral","is.mountain","scaled_SND","scaled_PDSI","scaled_Road","Intercept_beta_scale","scaled_Elev","scaled_Asp_sin","scaled_Asp_cos","scaled_Rough","scaled_RAP_bio","scaled_Herb","scaled_Shrub","scaled_Tree","weight_Elev","weight_Asp_sin","weight_Asp_cos","weight_Herb","weight_Rough","weight_Shrub","weight_Tree","scaled_log_Shrub","scaled_log_Tree","scaled_log_Herb","scaled_log_Rough","m_snd_no_0","scaled_log_SND","scaled_log_Elev","m_road_no_0","scaled_log_Road"
"PR17F0001","2018",63,272,"4","April",111222,2299.60236511818,4.71553950355411,0.248773035663249,-0.335708601318468,8.01709500217611,393.300740860621,22.744897592203,15.8064591537645,4.93977810145475,0.400084279769688,0.301440119500976,-0.633513694854585,0.0593898940747113,0.0605179823961807,-0.33316906964496,-0.100243156106356,0.114910739637332,0.0500080919242596,-2.64967138854574,-16.288698236941,2.05482302387982,0.298466794182952,-0.474322345029514,-0.146915675662341,-0.0441500361354392,0.249885544662708,-2.55658319434936,0.200739375751249,0.316943577032209,0.0787670022780846,0.0753969226318537,0.0904651805932068,0.103137186007259,0.102599496830396,0.31179267053167,0,1,0,"Plateau","F","adult","res",0,1,0,0,0,"false",7.5,2013,"res",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,-0.553373475831017,-0.683645211583565,1.34476231528715,-2.02849069680371,0.302810929213693,0.744337335931659,-1.74825754546573,0.0845988746316434,0.205337971315586,-0.450177698148294,-0.261933359154762,0.192508622730352,0.00156333142344279,0.000686037567405342,0.000729459754208732,0.00148043932071015,0.00108237004073036,0.0012812610524266,0.000564649974092212,0.00577544248633885,0.601688277067257,-0.334009428509284,0.308110855348984,4.71553950355411,0.342336283554779,0.387864072967512,0.0500080919242596,0.743821217899556
"PR17F0001","2018",144,213,"7","July",111556,2568.70583405796,0,0.342323030037004,0.216939273870838,6.53876009486337,121.860590196852,16.3613073254688,28.4162752339632,2.53409050163147,0.93453341027978,0.430803677048878,0.175471918477706,-0.103061891746522,-0.659778409821445,-0.624601312850332,1.12618445828213,-0.162179437470968,0.0326114238588691,-3.99573887812753,-16.2434864768726,0.935377844847706,-0.37603739673587,-0.496361170226752,0.00360026175927994,-0.914980755716489,0.591553821614425,0.351405508408745,0.474835995287595,0.401214661381227,0.0583853164460025,0.0542006576557655,0.105002709328784,0.335794023292233,0.129796298217991,0.124893834331048,0,0,1,"Plateau","F","adult","res",0,1,0,0,0,"false",7.5,2013,"res",0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,-0.600082482071296,-1.2952747197498,0.027097141144142,0.267891114267947,0.862020453340472,1.08172369616671,0.503597270498164,-0.31247994887703,-1.02050895839183,-0.914184655782469,1.52213462487804,-0.395975697822814,0.000975576606825464,0.00124861703635258,0.00141156039346963,0.000139661030904602,0.000803410792765131,0.000800577671711164,0.00351907982453726,1.09929785734358,0.0393199571350409,-1.1025604240749,-0.0476570798073691,6.47353950413439e-05,-1.51578825533223,0.850824085375587,0.0326114238588691,0.21503041593982
"PR17F0001","2018",0,323,"2","February",110889,2447.47180694824,164.329222202245,0.238578761240729,-0.498942838171666,8.93155220606305,255.380317254191,18.3077582086591,19.4692530368206,8.92092092092092,0.693758288976811,0.287343190743846,-0.872461775804464,0.159878088660174,-0.305469080659551,-0.535739320856063,0.255999277202982,0.573463865579517,0.049238427616806,-2.53429967025615,-16.4523248828925,0.891956480970206,0.583039049164983,-0.716631525463122,-0.493793690986405,-0.888387463071269,-0.242033517662413,-1.73379210893944,0.286577359352341,0.296906592894162,0.108946922849676,0.123354523572558,0.139224364646445,0.157220022834736,0.103178611212027,0.21598440527753,1,0,0,"Plateau","F","adult",NA,0,1,0,0,0,"false",7.5,2013,NA,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,1.027653784271,-0.631222322048005,1.28646610305269,-0.618956661710367,0.610090506561634,0.707571869876044,-2.41338233629597,0.330220884145379,-0.41752245448529,-0.772702086451537,0.256287783589185,1.16638408657311,0.00178145675756008,0.000358596954111624,0.000272520022390869,0.000637096849374109,0.000456991563304108,0.00126691865379731,0.00117670155209897,0.394339237515124,1.09968249355554,-0.840314428272056,0.496641532750538,164.329222202245,0.931669736119118,0.648570821570759,0.049238427616806,0.724636739039801
"PR17F0002","2018",0,358,"7","July",111222,2627.47997867757,0,0.316867331321727,0.11898152469616,8.27841232784642,132.6425617234,18.2888906870943,28.8794842746939,1.29041017064969,1.05126096720121,0.395602822492765,0.0320778815973834,0.0881056241918721,-0.631167258624488,-0.536600686310863,1.17123605579738,-0.305428129945903,0.0264695833558109,-4.18813843344989,-15.5988227615935,0.218983844571277,-0.475741975768135,-0.485960897382461,-1.02243570123963,0.307400604092737,0.875396535977594,-0.490399210437652,0.498653849167071,0.361230929115237,0.0601034443631442,0.0556219131262981,0.137509554049998,0.36544832111575,0.130214045284311,0.372791796424211,0,0,1,"Plateau","F","adult","mig",0,1,0,0,0,"false",6.5,2014,"mig",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,-0.600082482071296,-1.38269771027889,-0.438100522316544,0.332254517402698,0.984155859372885,0.989918179829907,0.10445228298795,0.154788366692152,-0.971816653072628,-0.774073518657172,1.58767058624546,-0.700207375542279,0.00120349727498733,0.00117825098410889,0.00134034541057908,0.000117915046146524,0.000468460442722582,0.000795449154174263,0.00039498301680016,1.12944329195553,-0.529273767953901,-0.842720032542209,0.364095545100816,6.47353950413439e-05,-1.51578825533223,0.945465124473578,0.0264695833558109,-0.0430634700024316
"PR17F0002","2018",59,276,"4","April",111222,2548.34487064722,26.3451290397433,0.328830023692772,0.17157691714088,7.16415532532907,155.403607200014,18.5825286364209,26.6103109097121,3.01260541979105,0.894095807471865,0.412145169216879,0.109068887490184,-0.0343382408804857,-0.57076831285388,-0.523195131961861,0.950536811736355,-0.107063476682235,0.0276923630217043,-2.90655973926059,-16.9023862921324,2.90962671030402,-0.154499893613669,-0.34617169697078,-0.0739893971897997,0.149914024941943,-0.310903316765227,-1.12203849011535,0.415418259073074,0.397081321366817,0.0657117556945518,0.0534277662368399,0.101603281001504,0.307292553471016,0.112658171959366,0.311624513507282,0,1,0,"Plateau","F","adult","mig",0,1,0,0,0,"false",6.5,2014,"mig",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,-0.339125110005842,-0.800370782045248,-0.345484271012459,0.0888376645813171,0.819709424409698,1.03306141318547,0.318760874572752,-0.144499607539719,-0.86902582553216,-0.752729722169639,1.26662232313549,-0.278920380038252,0.000995992460167844,0.000985712789004503,0.001452695336099,0.000166769679797352,0.00085807096488128,0.00106268043959868,0.000565259524839958,0.976878486503835,0.185050629204457,-0.805559483636655,0.111774785164575,26.3451290397433,0.627861110981886,0.817532059119094,0.0276923630217043,0.0127942217609432
"PR17F0002","2018",198,148,"11","November",110889,2525.27681217297,8.02844404534181,0.356108967754097,0.17925162146661,6.03209754042472,132.87784180577,16.1267303339375,29.2045288531775,2.24501979456934,0.848281816880479,0.449867258603911,0.120303392615113,-0.158738204583458,-0.630542916963621,-0.635310536968706,1.20284981165427,-0.195474971530565,0.0386422458494531,-3.27605215480938,-5.52381745650382,-8.44956520091609,-0.446762312286951,0.06009385360272,-2.04967146691233,1.74747710726162,-1.76344765142705,-1.14622212624461,0.452650700108812,0.563092858861873,0.0622391557863865,0.0525802622627736,0.168227570972042,0.225947156709461,0.121200176720154,0.191500561782311,0,0,0,"Plateau","F","adult","mig",1,1,0,0,0,"false",6.5,2014,"mig",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,-0.520558041075529,-0.96826166875218,0.483885997411257,0.57955585837996,0.771772926033303,1.13144243083829,0.35003272175225,-0.448568848650157,-0.970754108103178,-0.931235461304657,1.63365869758411,-0.466688777380516,0.000495284718248667,0.00109877595391492,0.00149990267800069,0.000308466074143405,0.00031299998975874,0.000918166790179837,0.00149682494243728,1.15030973318525,-0.0627261496807759,-1.13625190426594,-0.188430594976603,8.02844404534181,0.430649358579716,0.779490764455919,0.0386422458494531,0.424907392738675
"PR17F0002","2018",0,316,"2","February",111222,2377.52423521877,157.057471848021,0.298254985588976,0.0434768819255572,9.18901452488112,183.996214777652,17.2653791516067,22.1556796317275,4.16167664670659,0.554839905503746,0.369865148488418,-0.078448499636397,0.188170198429604,-0.494894673556584,-0.583327410657212,0.517280467909262,0.0252880180835304,0.031028034022046,-2.48129262352446,-19.890402144906,7.474846867509,-0.470687144650189,-0.0619809360381413,-1.92403638033805,0.138166531876512,-1.5133632798475,-4.19788103046727,0.388477132943876,0.446807384055554,0.0625858816814819,0.0536650072110217,0.192182948572996,0.145645043348797,0.134942099947191,0.607967276073395,1,0,0,"Plateau","F","adult","mig",0,1,0,0,0,"false",6.5,2014,"mig",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,0.955624649022068,-0.607136847751377,-0.0928325854696857,-0.145206650028704,0.464736199332641,0.922793092070726,-0.203203823339021,0.399374926404944,-0.739899164919622,-0.848469971725274,0.636370066228801,0.00216782122622547,0.000786636844507228,0.00108663523567638,0.00143987964524162,0.000742385958699825,0.000239833015063378,0.000740684332043274,0.000148508293702706,0.635320375344778,0.457278771727451,-0.977080529199164,0.546243951257068,157.057471848021,0.924158272474631,0.527269525594506,0.031028034022046,0.153469331739328
"PR17F0002","2019",101,258,"7","July",111556,2671.82095192363,0,0.295389093993754,-0.0260972117052951,8.33019115460719,213.774982968195,25.141193660583,26.8070117250529,1.79375380974578,1.13932372867618,0.365902113163975,-0.180293532133289,0.0937955141034249,-0.415873426184441,-0.223770140607886,0.969667884717307,-0.247452365298109,0.0271253899386855,2.83418988889362,-13.3782962570947,-1.99610141056939,-0.501773282593131,-0.161542103817455,0.0484721535193253,-0.201984135190444,0.743602045253835,-2.11783952840757,0.41334195828375,0.360278360992254,0.0580900401498412,0.0562885218026343,0.0868259719333208,0.28751373621702,0.103184538518562,0.463163385955496,0,0,1,"Plateau","F","adult","mig",0,0,1,0,0,"false",6.5,2014,"mig",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,-0.600082482071296,1.80812537342194,-0.388428165979141,0.224611309710501,1.07629846402209,0.91245730594254,-0.486694930140601,0.168696091870745,-0.605415701557329,-0.275997025232303,1.29445204125752,-0.577078404232796,0.00120986972923492,0.0012613429372326,0.00130878674802536,0.000190503943773795,0.00117500405324857,0.00126677310486839,0.000255883731768703,0.990608897823258,-0.251790292681994,-0.100317018848747,0.374978635112202,6.47353950413439e-05,-1.51578825533223,1.0154744845218,0.0271253899386855,-0.0127923403737979
"PR17F0002","2019",1,352,"4","April",111222,2346.67090929434,73.4034003249489,0.360902095201517,0.102056110640734,7.8746851274752,190.309192425959,16.4976533419647,19.4069608530686,4.11646976317635,0.493564094832777,0.456495329749502,0.00730185859025216,0.0437407077169366,-0.478142490752726,-0.618376661239061,0.249940754713194,0.0200810313721936,0.0302188415960871,0.175743050065802,-16.802277150284,1.75045356586548,0.154190353537792,-0.171962681657908,0.63981026735533,-1.9690464114808,-0.280584108134545,-1.43902449028966,0.276110728112946,0.327529890222274,0.0674577971148569,0.0562420187702879,0.0677947016431808,0.21087713476514,0.096618657562802,0.159457125480326,0,1,0,"Plateau","F","adult","mig",0,0,1,0,0,"false",6.5,2014,"mig",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,0.127002908953753,0.600173658442534,-0.154122751773862,-0.7576745526433,0.400621553111599,1.14872875815935,0.0354868949642673,0.0463477684563549,-0.711389218072905,-0.904274010259136,0.247474531279983,-0.00889078095494464,0.00146390565445165,0.000935345849185553,0.00131095195174819,0.000354129562769218,0.00192729042679757,0.00144479452922319,0.00215885390953638,0.388364655792763,0.448076719049544,-1.08319880212157,0.276827674358361,73.4034003249489,0.7979204724878,0.472625879975872,0.0302188415960871,0.12078433997466
"PR17F0002","2019",0,310,"2","February",111222,2309.6709298578,237.292219783193,0.367834528379048,0.0643211898696079,8.30643114021816,240.27827228426,17.6723849598101,18.061876247505,4.21233209257161,0.420080810070016,0.466081692894811,-0.0479358603887954,0.0911845652923381,-0.345544023442882,-0.564746234434099,0.119118156392941,0.0311225771789305,0.0371599144054234,-2.16982662836608,-16.1644338138401,0.44824603973228,0.0276990281229654,-0.378691139330214,0.188972351112697,-1.54981228555572,0.589349268887744,-1.1522327057646,0.263566823835786,0.327913032145068,0.0714644209960245,0.059431322137572,0.0748816229244673,0.234767505660658,0.105631904922455,0.190898682947235,1,0,0,"Plateau","F","adult","mig",0,0,1,0,0,"false",6.5,2014,"mig",1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,"South Central",0,0,0,1,0,1.75037683785783,-0.465612150881672,0.371610674746404,-0.842675970145922,0.323733875019131,1.17373045284674,-0.118270256530017,0.162314183066809,-0.485724580859825,-0.818885753610894,0.0571686326578996,0.0145592620950995,0.00146048672383932,0.000833406290612686,0.00117402621030941,0.000285722996404173,0.00157974931240641,0.00120875382964752,0.00150627841231677,0.254451392095934,0.467471887622735,-0.922720991111816,0.369993079523728,237.292219783193,0.992647679318031,0.406140661383416,0.0371599144054234,0.376526447926732
