"ID","m_road","month","year"
"PR17M0029",0.0270180360000719,"04","2018"
"PR17M0026",0.0425470515560606,"04","2018"
"PR17F0033",0.0439538637736836,"04","2018"
"PR17M0019",0.0306841407006347,"04","2018"
"PR17M0025",0.0271618924313535,"04","2018"
"PR17M0027",0.0203627050473897,"04","2018"
"PR17M0030",0.0319451187714661,"04","2018"
"PR17M0018",0.0200679721637805,"04","2018"
"PR17F0035",0.0447023600176753,"04","2018"
"PR17F0031",0.0295791286782278,"04","2018"
"PR17M0028",0.0331319343295391,"04","2018"
"PR17F0034",0.0303087518656381,"04","2018"
"PR17M0021",0.0280370460550641,"04","2018"
"PR17U0007",0.0269007746485224,"04","2018"
"PR17M0017",0.0334568803037271,"04","2018"
"PR17F0023",0.0327992663322005,"04","2018"
"PR17F0026",0.0278991566416716,"04","2018"
"PR17F0017",0.0220639801478125,"04","2018"
"PR17F0008",0.0451442433424415,"04","2018"
"PR17U0001",0.0298677055433812,"04","2018"
"PR17F0018",0.038580496664329,"04","2018"
"PR17M0011",0.0202588834307433,"04","2018"
"PR17F0027",0.0327534741949156,"04","2018"
"PR17F0019",0.030226971207286,"04","2018"
"PR17F0020",0.0221269173364982,"04","2018"
"PR17U0004",0.0323766880653108,"04","2018"
"PR17F0022",0.0568142993292694,"04","2018"
"PR17F0037",0.0455575335814857,"04","2018"
"PR17M0003",0.0240779701857546,"04","2018"
"PR17F0024",0.0567513621405837,"04","2018"
"PR17M0001",0.0221843465086708,"04","2018"
"PR17M0010",0.0473266058851644,"04","2018"
"PR17M0008",0.0468937405874343,"04","2018"
"PR17F0036",0.0441369513225801,"04","2018"
"PR17M0033",0.0456204707701714,"04","2018"
"PR17M0013",0.0463487439535344,"04","2018"
"PR17F0013",0.0448472424520329,"04","2018"
"PR17M0015",0.0497975452930408,"04","2018"
"PR17F0014",0.0477143810477144,"04","2018"
"PR17F0006",0.0477865252640027,"04","2018"
"PR17F0011",0.0476884069698441,"04","2018"
"PR17F0009",0.0244388532676821,"04","2018"
"PR17M0014",0.0256021787553319,"04","2018"
"PR17M0034",0.0522558486630343,"04","2018"
"PR17F0015",0.0422847997698297,"04","2018"
"PR17M0009",0.0357564771979186,"04","2018"
"PR17M0012",0.043768319217421,"04","2018"
"PR17F0004",0.0312438186689684,"04","2018"
"PR17F0010",0.0233296359422486,"04","2018"
"PR17F0005",0.0226713199686173,"04","2018"
"PR17F0012",0.017621224828432,"04","2018"
"PR17M0004",0.0220909532286778,"04","2018"
"PR17F0001",0.0500080919242596,"04","2018"
"PR17F0002",0.0276923630217043,"04","2018"
"PR17M0024",0.0230350110589632,"04","2018"
"PR17F0007",0.0568592544640449,"04","2018"
"PR17F0003",0.0146104188020356,"04","2018"
"PR17M0002",0.0257645032419807,"07","2018"
"PR17M0007",0.0406171937703469,"07","2018"
"PR17M0006",0.0330959702217187,"07","2018"
"PR17M0005",0.0503677330024635,"07","2018"
"PR17M0031",0.0215350485620756,"07","2018"
"PR17M0016",0.0324216432000863,"07","2018"
"PR17M0022",0.0332847817877758,"07","2018"
"PR17M0023",0.0200290380470561,"07","2018"
"PR17F0032",0.0283846720972469,"07","2018"
"PR17M0032",0.0314819323828333,"07","2018"
"PR17M0029",0.0309228147065985,"07","2018"
"PR17M0026",0.0436820968840762,"07","2018"
"PR17F0033",0.0395891386882378,"07","2018"
"PR17M0019",0.032428825221618,"07","2018"
"PR17M0025",0.0278115953791629,"07","2018"
"PR17M0027",0.0162198126269983,"07","2018"
"PR17M0030",0.0324396252539965,"07","2018"
"PR17M0018",0.0201282363444526,"07","2018"
"PR17F0035",0.0392627917817061,"07","2018"
"PR17M0024",0.0352965578190803,"07","2018"
"PR17F0031",0.0283166048931815,"07","2018"
"PR17M0028",0.039426814201589,"07","2018"
"PR17F0034",0.032419807194582,"07","2018"
"PR17M0021",0.0282100469719244,"07","2018"
"PR17U0007",0.0300028685144681,"07","2018"
"PR17M0017",0.0340849831867796,"07","2018"
"PR17F0023",0.0241051862673484,"07","2018"
"PR17F0026",0.0264066461671252,"07","2018"
"PR17F0017",0.0257772742802683,"07","2018"
"PR17F0008",0.0405495315674956,"07","2018"
"PR17U0001",0.0308687065443822,"07","2018"
"PR17F0018",0.0396883369856343,"07","2018"
"PR17M0011",0.0191418963874054,"07","2018"
"PR17F0027",0.0397313481145816,"07","2018"
"PR17F0019",0.0324036611461761,"07","2018"
"PR17F0020",0.0338691985398572,"07","2018"
"PR17U0004",0.0343726960493428,"07","2018"
"PR17F0037",0.0411429393465322,"07","2018"
"PR17M0003",0.0181352523694866,"07","2018"
"PR17F0024",0.0561823084345607,"07","2018"
"PR17M0001",0.024113934293575,"07","2018"
"PR17M0010",0.046632217803389,"07","2018"
"PR17M0008",0.043592455806949,"07","2018"
"PR17F0036",0.0560740921101281,"07","2018"
"PR17M0033",0.0464248031815599,"07","2018"
"PR17M0013",0.0473716960203447,"07","2018"
"PR17F0013",0.0217852583122044,"07","2018"
"PR17M0015",0.0507453561345777,"07","2018"
"PR17F0014",0.0451622793965136,"07","2018"
"PR17F0006",0.0557983132833432,"07","2018"
"PR17F0011",0.0541983424866308,"07","2018"
"PR17F0009",0.0226983740497254,"07","2018"
"PR17M0014",0.0332847817877758,"07","2018"
"PR17M0034",0.0450090809372247,"07","2018"
"PR17F0015",0.0455771086401717,"07","2018"
"PR17M0009",0.0335290245200155,"07","2018"
"PR17M0012",0.0442808077538616,"07","2018"
"PR17F0004",0.0332578087069105,"07","2018"
"PR17F0010",0.0357483231734729,"07","2018"
"PR17F0005",0.0348456564672781,"07","2018"
"PR17F0012",0.0216522829135442,"07","2018"
"PR17M0004",0.0213456699943186,"07","2018"
"PR17F0001",0.0326114238588691,"07","2018"
"PR17F0002",0.0264695833558109,"07","2018"
"PR17F0003",0.0375645106184028,"07","2018"
"PR17M0002",0.0202388016759274,"11","2018"
"PR17M0007",0.0406803199595992,"11","2018"
"PR17M0006",0.0319508697887076,"11","2018"
"PR17M0005",0.0471732994255517,"11","2018"
"PR17M0022",0.0322707877657858,"11","2018"
"PR17M0023",0.0332937728147309,"11","2018"
"PR17F0032",0.0249500998003992,"11","2018"
"PR17M0032",0.0333035738441144,"11","2018"
"PR17M0029",0.0202857757538815,"11","2018"
"PR17M0026",0.0450000899102696,"11","2018"
"PR17F0033",0.0349750948553344,"11","2018"
"PR17M0025",0.0325924727122332,"11","2018"
"PR17M0030",0.0202857757538815,"11","2018"
"PR17M0018",0.0202140628921797,"11","2018"
"PR17F0035",0.045027008990973,"11","2018"
"PR17M0024",0.0204276132419845,"11","2018"
"PR17M0028",0.0328526724923121,"11","2018"
"PR17F0034",0.0202388016759274,"11","2018"
"PR17U0007",0.0351818884753016,"11","2018"
"PR17M0017",0.0204276132419845,"11","2018"
"PR17F0023",0.0309769228688148,"11","2018"
"PR17F0026",0.0246713779647911,"11","2018"
"PR17F0017",0.0310516691168561,"11","2018"
"PR17F0008",0.0344356332380284,"11","2018"
"PR17U0001",0.0326823829817842,"11","2018"
"PR17F0018",0.0323476629782936,"11","2018"
"PR17M0011",0.0161512864215567,"11","2018"
"PR17F0027",0.0352807897718077,"11","2018"
"PR17F0020",0.03230475984967,"11","2018"
"PR17U0004",0.0327907060131235,"11","2018"
"PR17M0003",0.0315674956393519,"11","2018"
"PR17F0024",0.0409990829152506,"11","2018"
"PR17M0001",0.025933163612894,"11","2018"
"PR17M0008",0.0480570390750031,"11","2018"
"PR17F0036",0.046830614398182,"11","2018"
"PR17M0013",0.0483897070723418,"11","2018"
"PR17F0013",0.0373977581184788,"11","2018"
"PR17M0015",0.0514658802947091,"11","2018"
"PR17F0014",0.0476352683853849,"11","2018"
"PR17F0006",0.046830614398182,"11","2018"
"PR17F0011",0.0469601337864811,"11","2018"
"PR17F0009",0.0331773214656098,"11","2018"
"PR17M0014",0.0318763670264262,"11","2018"
"PR17M0034",0.0476614338889788,"11","2018"
"PR17M0009",0.0342143945747549,"11","2018"
"PR17M0012",0.0467982953012893,"11","2018"
"PR17F0004",0.0333297369225513,"11","2018"
"PR17F0010",0.0344536152919386,"11","2018"
"PR17F0005",0.0340670011328694,"11","2018"
"PR17F0012",0.0332937728147309,"11","2018"
"PR17F0002",0.0386422458494531,"11","2018"
"PR17F0003",0.0352538166909424,"11","2018"
"PR17F0037",0.0385277349492631,"11","2018"
"PR17F0015",0.051447844240637,"11","2018"
"PR17F0019",0.0203356509662816,"11","2018"
"PR18F0008",0.0479668858047236,"02","2019"
"PR17M0002",0.023023023023023,"02","2019"
"PR17M0007",0.0364676053298808,"02","2019"
"PR17M0006",0.0155005304705904,"02","2019"
"PR17M0005",0.0524849173497822,"02","2019"
"PR18F0033",0.0384560220875614,"02","2019"
"PR18F0034",0.0382298466130801,"02","2019"
"PR18F0032",0.0420600780961141,"02","2019"
"PR18F0025",0.0469960978943015,"02","2019"
"PR18F0024",0.0475700926151377,"02","2019"
"PR18F0019",0.0562208915502329,"02","2019"
"PR18M0015",0.045027008990973,"02","2019"
"PR18F0029",0.0621883144405667,"02","2019"
"PR18M0011",0.038580496664329,"02","2019"
"PR18F0022",0.0351279423135711,"02","2019"
"PR18M0010",0.0401572743915086,"02","2019"
"PR18M0014",0.0472003535066598,"02","2019"
"PR18F0027",0.0453327579076082,"02","2019"
"PR18F0030",0.045152210548962,"02","2019"
"PR18F0021",0.0348095843591339,"02","2019"
"PR18M0012",0.0351432513594676,"02","2019"
"PR18M0013",0.0447113780447114,"02","2019"
"PR18F0026",0.0450090809372247,"02","2019"
"PR18F0023",0.0471039902177627,"02","2019"
"PR18F0028",0.0459288116945775,"02","2019"
"PR18F0020",0.0348614148947614,"02","2019"
"PR18F0009",0.0478055864319266,"02","2019"
"PR18F0002",0.0450989912067756,"02","2019"
"PR18M0003",0.0449548647746846,"02","2019"
"PR18F0006",0.0478496514532551,"02","2019"
"PR18U0003",0.0451262072883694,"02","2019"
"PR18F0007",0.0448652245059431,"02","2019"
"PR18M0005",0.048030011993976,"02","2019"
"PR18M0007",0.0329341317365269,"02","2019"
"PR18F0012",0.038310765855676,"02","2019"
"PR18U0001",0.0450720991261532,"02","2019"
"PR18F0014",0.038400676125227,"02","2019"
"PR18M0001",0.0462768157378936,"02","2019"
"PR18U0002",0.0450720991261532,"02","2019"
"PR18F0017",0.0329520599519524,"02","2019"
"PR18F0005",0.0478414428627774,"02","2019"
"PR18M0006",0.0465735196274118,"02","2019"
"PR18F0016",0.0381552723895066,"02","2019"
"PR18F0011",0.04776932621244,"02","2019"
"PR18F0003",0.0467030011832622,"02","2019"
"PR18F0010",0.0451262072883694,"02","2019"
"PR18F0015",0.0384438492546601,"02","2019"
"PR18F0013",0.0384456312600025,"02","2019"
"PR18F0018",0.0322777867688047,"02","2019"
"PR18M0008",0.0324739153567982,"02","2019"
"PR17M0022",0.0222168276060492,"02","2019"
"PR17M0023",0.0371599144054234,"02","2019"
"PR17F0032",0.0222023825627429,"02","2019"
"PR17M0032",0.0242314386458531,"02","2019"
"PR17M0029",0.0305605006203809,"02","2019"
"PR17M0026",0.0333216098981865,"02","2019"
"PR17F0033",0.0232597867328406,"02","2019"
"PR17M0025",0.0222023825627429,"02","2019"
"PR17M0030",0.0221898545251839,"02","2019"
"PR17M0018",0.0153757360964568,"02","2019"
"PR17F0035",0.03322241160079,"02","2019"
"PR17M0024",0.0153476830123537,"02","2019"
"PR17M0028",0.0242218266170362,"02","2019"
"PR17F0034",0.0227975723471219,"02","2019"
"PR17U0007",0.0305891477062648,"02","2019"
"PR17M0017",0.0155921687453219,"02","2019"
"PR17F0023",0.0299311287335239,"02","2019"
"PR17F0026",0.0224729233738243,"02","2019"
"PR17F0017",0.0304448592736881,"02","2019"
"PR17F0008",0.0332757907608207,"02","2019"
"PR17U0001",0.0241678804553056,"02","2019"
"PR17F0018",0.0230619841398285,"02","2019"
"PR17M0011",0.0367394421448475,"02","2019"
"PR17F0027",0.0333477189764615,"02","2019"
"PR17F0020",0.0300661021381742,"02","2019"
"PR17U0004",0.0241049432666199,"02","2019"
"PR17F0037",0.0359820898743054,"02","2019"
"PR17M0003",0.033392674111237,"02","2019"
"PR17F0024",0.0370009649288929,"02","2019"
"PR17M0001",0.0349301397205589,"02","2019"
"PR17M0008",0.0518962075848303,"02","2019"
"PR17F0036",0.0532875217559902,"02","2019"
"PR17M0013",0.0518152883422345,"02","2019"
"PR17F0013",0.0333836830842819,"02","2019"
"PR17M0015",0.0519167816465114,"02","2019"
"PR17F0014",0.0531071612152693,"02","2019"
"PR17F0006",0.0532875217559902,"02","2019"
"PR17F0011",0.0520881241601962,"02","2019"
"PR17F0009",0.0333486639792946,"02","2019"
"PR17M0014",0.0231453261142386,"02","2019"
"PR17M0034",0.0508444189465381,"02","2019"
"PR17F0015",0.0529121936307565,"02","2019"
"PR17M0009",0.0366402438474511,"02","2019"
"PR17M0012",0.050862239484994,"02","2019"
"PR17F0004",0.0240775933163613,"02","2019"
"PR17F0010",0.0328797265734203,"02","2019"
"PR17F0005",0.0366402438474511,"02","2019"
"PR17F0012",0.0328797265734203,"02","2019"
"PR17F0002",0.0371599144054234,"02","2019"
"PR17F0003",0.0372173975777579,"02","2019"
"PR18F0031",0.063512614410818,"02","2019"
"PR17F0019",0.0157003850697544,"02","2019"
"PR19M0001",0.0291848734962507,"02","2019"
"PR19M0003",0.0302644987329672,"02","2019"
"PR19F0004",0.0420510600690781,"02","2019"
"PR19F0033",0.0113446780113447,"02","2019"
"PR19F0001",0.0251479023934114,"02","2019"
"PR19F0002",0.00881963044125206,"02","2019"
"PR19F0007",0.026413801188576,"02","2019"
"PR19F0006",0.0460700221179263,"02","2019"
"PR19F0005",0.023419816212609,"02","2019"
"PR19F0003",0.0480030929132726,"02","2019"
"PR19M0002",0.0232935638341044,"02","2019"
"PR17M0002",0.026658394921868,"04","2019"
"PR17M0007",0.0348672025318732,"04","2019"
"PR17M0006",0.0140467567858295,"04","2019"
"PR17M0005",0.0457463451475427,"04","2019"
"PR19M0002",0,"04","2019"
"PR19F0005",0.0372189752232063,"04","2019"
"PR19F0003",0.0255566710889598,"04","2019"
"PR19F0006",0.0481289672906439,"04","2019"
"PR19F0007",0.000225450675901126,"04","2019"
"PR19F0002",0.0471512065688981,"04","2019"
"PR19F0033",0.0195375015734297,"04","2019"
"PR19M0001",0.0396953840067613,"04","2019"
"PR18F0033",0.0348434866793359,"04","2019"
"PR18F0034",0.0502935367800233,"04","2019"
"PR18F0032",0.0360989732247217,"04","2019"
"PR18F0025",0.0277283271295247,"04","2019"
"PR18F0024",0.0467926422603894,"04","2019"
"PR18F0019",0.0429771088453723,"04","2019"
"PR18F0031",0.0511850550396214,"04","2019"
"PR18M0015",0.0311089532646419,"04","2019"
"PR18F0029",0.0481923364806248,"04","2019"
"PR18M0011",0.039488590386794,"04","2019"
"PR18F0022",0.0388322454190718,"04","2019"
"PR18M0010",0.0498967435904373,"04","2019"
"PR18M0014",0.0435931426922418,"04","2019"
"PR18F0027",0.0509428347266185,"04","2019"
"PR18F0030",0.0475805146463829,"04","2019"
"PR18F0021",0.0363147578716441,"04","2019"
"PR18M0012",0.0559001756965112,"04","2019"
"PR18M0013",0.0320049779509239,"04","2019"
"PR18F0023",0.0390207608734627,"04","2019"
"PR18F0028",0.0542253965677389,"04","2019"
"PR18F0020",0.0457553361744979,"04","2019"
"PR18F0009",0.0344626063188937,"04","2019"
"PR18F0002",0.0362163965767569,"04","2019"
"PR18M0003",0.0389221556886228,"04","2019"
"PR18F0006",0.0402023645266888,"04","2019"
"PR18U0003",0.0357123590656525,"04","2019"
"PR18F0007",0.0498912085738433,"04","2019"
"PR18M0005",0.0377494611728846,"04","2019"
"PR18M0007",0.0308212404020787,"04","2019"
"PR18F0012",0.0548812285339231,"04","2019"
"PR18U0001",0.0429828964824841,"04","2019"
"PR18F0014",0.0572188955422488,"04","2019"
"PR18M0001",0.0340130549711388,"04","2019"
"PR18U0002",0.035035035035035,"04","2019"
"PR18F0017",0.043129956303609,"04","2019"
"PR18F0005",0.0403427379475284,"04","2019"
"PR18M0006",0.0418262573951197,"04","2019"
"PR18F0011",0.0421953485016548,"04","2019"
"PR18F0003",0.057146186668579,"04","2019"
"PR18F0010",0.0450630810991171,"04","2019"
"PR18F0015",0.0574616532700365,"04","2019"
"PR18F0013",0.037830623416209,"04","2019"
"PR18F0018",0.0313427199654745,"04","2019"
"PR18M0008",0.0316304328280376,"04","2019"
"PR17M0022",0.0163226289352415,"04","2019"
"PR17M0023",0.018613207802397,"04","2019"
"PR17F0032",0.0277013540486594,"04","2019"
"PR17M0032",0.024015005996988,"04","2019"
"PR17M0029",0.0287675062449837,"04","2019"
"PR17M0026",0.0435028147298218,"04","2019"
"PR17F0033",0.0314236392080703,"04","2019"
"PR17M0030",0.0218687155624093,"04","2019"
"PR17M0018",0.0198396594792991,"04","2019"
"PR17F0035",0.0324396252539965,"04","2019"
"PR17M0024",0.0230108644985478,"04","2019"
"PR17M0028",0.043439836232629,"04","2019"
"PR17F0034",0.0298232364100628,"04","2019"
"PR17U0007",0.0239608978347717,"04","2019"
"PR17M0017",0.0218687155624093,"04","2019"
"PR17F0023",0.0330871411952493,"04","2019"
"PR17F0026",0.0214975454496413,"04","2019"
"PR17F0017",0.0235550866181497,"04","2019"
"PR17F0008",0.042950135764507,"04","2019"
"PR17U0001",0.0247995743491239,"04","2019"
"PR17F0018",0.0429828964824841,"04","2019"
"PR17M0011",0.0192895598301004,"04","2019"
"PR17F0027",0.0208322094549639,"04","2019"
"PR17F0019",0.0156174138210066,"04","2019"
"PR17F0020",0.0332675017359702,"04","2019"
"PR17U0004",0.0332855377900423,"04","2019"
"PR17F0037",0.0359638918197477,"04","2019"
"PR17M0003",0.0275590906221537,"04","2019"
"PR17F0024",0.0314146481811152,"04","2019"
"PR17M0008",0.0462083705326949,"04","2019"
"PR17M0013",0.0461632803975146,"04","2019"
"PR17F0013",0.045243441639838,"04","2019"
"PR17M0015",0.0463217708726691,"04","2019"
"PR17F0014",0.0485785186383989,"04","2019"
"PR17F0006",0.045584506662351,"04","2019"
"PR17F0011",0.0462408516300732,"04","2019"
"PR17F0009",0.0205905554161139,"04","2019"
"PR17M0014",0.0280969592346838,"04","2019"
"PR17M0034",0.0462624786949111,"04","2019"
"PR17F0015",0.0497203790616964,"04","2019"
"PR17M0009",0.0302727877578177,"04","2019"
"PR17M0012",0.0469929388848308,"04","2019"
"PR17F0004",0.0328444906593998,"04","2019"
"PR17F0010",0.0343547139954326,"04","2019"
"PR17F0005",0.0279531028034022,"04","2019"
"PR17F0012",0.0138967796625454,"04","2019"
"PR17F0002",0.0302188415960871,"04","2019"
"PR17F0003",0.0315585046123968,"04","2019"
"PR17M0001",0.0236633029425822,"04","2019"
"PR17F0036",0.0497203790616964,"04","2019"
"PR17M0025",0.0301648954343565,"04","2019"
"PR18M0002",0.0364676053298808,"04","2019"
"PR17M0002",0.0277574872169467,"07","2019"
"PR17M0007",0.0427815202589977,"07","2019"
"PR17M0006",0.0328981676287066,"07","2019"
"PR17M0005",0.0392915437960483,"07","2019"
"PR19M0002",0.028891319158091,"07","2019"
"PR19F0005",0.0378666955243532,"07","2019"
"PR19F0006",0.0295791286782278,"07","2019"
"PR19F0007",0.00762439085792379,"07","2019"
"PR19F0002",0.0447925402880358,"07","2019"
"PR19F0033",0.0238075913751589,"07","2019"
"PR19M0001",0.0419608797987176,"07","2019"
"PR18F0033",0.0499390440675535,"07","2019"
"PR18F0034",0.0540090989192786,"07","2019"
"PR18F0032",0.0481820789558607,"07","2019"
"PR18F0025",0.0259719178638098,"07","2019"
"PR18F0024",0.0473266058851644,"07","2019"
"PR18F0019",0.0339528717907096,"07","2019"
"PR18F0031",0.0602129075182967,"07","2019"
"PR18M0015",0.0350560140979303,"07","2019"
"PR18F0029",0.0572283995707419,"07","2019"
"PR18M0011",0.0395891386882378,"07","2019"
"PR18F0022",0.0525255794716873,"07","2019"
"PR18M0010",0.0497524551578606,"07","2019"
"PR18M0014",0.0414558702846991,"07","2019"
"PR18F0027",0.030758303213393,"07","2019"
"PR18F0030",0.0459441477405549,"07","2019"
"PR18F0021",0.0354965744187301,"07","2019"
"PR18M0012",0.0553255958661364,"07","2019"
"PR18M0013",0.0309111506716297,"07","2019"
"PR18F0023",0.0343952812937,"07","2019"
"PR18F0028",0.0438095753411069,"07","2019"
"PR18F0020",0.0543516489462435,"07","2019"
"PR18F0002",0.0415189964739514,"07","2019"
"PR18M0003",0.0380347090250636,"07","2019"
"PR18F0006",0.0323676970383557,"07","2019"
"PR18U0003",0.0327083840597354,"07","2019"
"PR18F0007",0.0623776930083236,"07","2019"
"PR18M0007",0.0318821815827804,"07","2019"
"PR18F0012",0.0555961366772178,"07","2019"
"PR18U0001",0.0324558793027261,"07","2019"
"PR18F0014",0.0541521746925311,"07","2019"
"PR18M0001",0.0343677010343677,"07","2019"
"PR18U0002",0.041333500663344,"07","2019"
"PR18F0017",0.0449007566124683,"07","2019"
"PR18F0005",0.0350711071431792,"07","2019"
"PR18M0006",0.0412123835547259,"07","2019"
"PR18F0003",0.045152210548962,"07","2019"
"PR18F0010",0.0372947798097499,"07","2019"
"PR18F0013",0.0496712929145362,"07","2019"
"PR18F0018",0.030823616409202,"07","2019"
"PR18M0008",0.0352424496568641,"07","2019"
"PR17M0022",0.021021021021021,"07","2019"
"PR17M0023",0.0170440710981252,"07","2019"
"PR17F0032",0.0282138425851001,"07","2019"
"PR17M0032",0.0294635953318588,"07","2019"
"PR17M0029",0.0258132383880887,"07","2019"
"PR17M0026",0.0444350819319445,"07","2019"
"PR17M0025",0.0304538773007241,"07","2019"
"PR17M0030",0.0316532748965181,"07","2019"
"PR17M0018",0.019855498583671,"07","2019"
"PR17F0035",0.0309261716088781,"07","2019"
"PR17M0024",0.022567477657298,"07","2019"
"PR17M0028",0.0435751066381697,"07","2019"
"PR17F0034",0.0330149969789609,"07","2019"
"PR17U0007",0.0278566855143432,"07","2019"
"PR17M0017",0.0313833411022267,"07","2019"
"PR17F0023",0.0309650968333603,"07","2019"
"PR17F0026",0.0278566855143432,"07","2019"
"PR17F0017",0.0309047786525264,"07","2019"
"PR17F0008",0.0406611925848901,"07","2019"
"PR17U0001",0.0304538773007241,"07","2019"
"PR17F0018",0.0295008784825558,"07","2019"
"PR17M0011",0.0191418963874054,"07","2019"
"PR17F0027",0.0361983605226848,"07","2019"
"PR17F0019",0.0192715237760283,"07","2019"
"PR17F0020",0.0288342234450019,"07","2019"
"PR17U0004",0.0309769228688148,"07","2019"
"PR17F0037",0.0414396432360504,"07","2019"
"PR17M0003",0.0225991757523289,"07","2019"
"PR17F0024",0.0514826203448958,"07","2019"
"PR17M0001",0.0263777290804318,"07","2019"
"PR17M0008",0.0461599323874773,"07","2019"
"PR17M0013",0.0488686885083282,"07","2019"
"PR17F0013",0.0289749208668128,"07","2019"
"PR17M0015",0.0461903344786228,"07","2019"
"PR17F0014",0.0489021956087824,"07","2019"
"PR17F0006",0.0487673302044559,"07","2019"
"PR17F0011",0.0487673302044559,"07","2019"
"PR17F0009",0.023295750840661,"07","2019"
"PR17M0014",0.0334106561651472,"07","2019"
"PR17M0034",0.0477504531558586,"07","2019"
"PR17F0015",0.0482008955062847,"07","2019"
"PR17M0009",0.0311359263455072,"07","2019"
"PR17M0012",0.0472003535066598,"07","2019"
"PR17F0004",0.0341873404936468,"07","2019"
"PR17F0010",0.0210120299940659,"07","2019"
"PR17F0005",0.0419611227994462,"07","2019"
"PR17F0012",0.0193977761545329,"07","2019"
"PR17F0002",0.0271253899386855,"07","2019"
"PR17F0003",0.033817601385169,"07","2019"
"PR19F0003",0.0308841775907644,"07","2019"
"PR18M0004",0.0455665246084408,"07","2019"
"PR17M0006",0.0376773169565962,"11","2019"
"PR17M0005",0.0478767055343632,"11","2019"
"PR18M0002",0.040396684109259,"11","2019"
"PR19F0005",0.0390030749312186,"11","2019"
"PR19F0003",0.033633332138119,"11","2019"
"PR19F0006",0.0523277768786751,"11","2019"
"PR19F0007",0.0122547697397997,"11","2019"
"PR19F0002",0.0527193860527194,"11","2019"
