"ID","used_out","used_in","month","year"
"PR20F0002",0,336,2,2020
"PR20F0011",2,334,2,2020
"PR20M0008",63,273,2,2020
"PR20F0001",95,241,2,2020
"PR20F0014",48,288,2,2020
"PR20F0013",0,333,2,2020
"PR20F0050",93,242,2,2020
"PR20F0051",68,267,2,2020
"PR17M0005",0,327,2,2020
"PR17M0006",0,332,2,2020
"PR18F0029",0,7,4,2020
"PR18F0007",11,63,4,2020
"PR18M0003",0,180,4,2020
"PR19M0012",2,223,4,2020
"PR18F0034",0,77,4,2020
"PR18U0002",54,44,4,2020
"PR18F0006",23,75,4,2020
"PR19M0011",11,125,4,2020
"PR18F0019",3,62,4,2020
"PR18M0015",0,98,4,2020
"PR18F0025",0,160,4,2020
"PR19F0011",0,29,4,2020
"PR19M0003",80,169,4,2020
"PR18F0018",0,246,4,2020
"PR19F0033",11,226,4,2020
"PR20F0009",149,197,4,2020
"PR20F0068",15,329,4,2020
"PR17F0009",152,193,4,2020
"PR19F0023",15,332,4,2020
"PR20F0016",268,80,4,2020
"PR17F0003",0,347,4,2020
"PR17F0002",6,327,4,2020
"PR17F0012",43,304,4,2020
"PR17F0004",67,279,4,2020
"PR17M0012",0,348,4,2020
"PR17M0005",2,336,4,2020
"PR17F0015",19,320,4,2020
"PR17M0014",17,320,4,2020
"PR17F0011",9,334,4,2020
"PR17M0006",14,334,4,2020
"PR17F0024",74,272,4,2020
"PR17M0003",0,348,4,2020
"PR17F0037",172,171,4,2020
"PR17U0004",24,323,4,2020
"PR17F0020",10,337,4,2020
"PR17M0011",0,348,4,2020
"PR17F0018",154,191,4,2020
"PR17U0001",0,339,4,2020
"PR17F0008",70,278,4,2020
"PR17F0017",1,347,4,2020
"PR17F0026",75,271,4,2020
"PR17M0017",40,300,4,2020
"PR17U0007",81,266,4,2020
"PR17F0034",30,305,4,2020
"PR17M0028",0,348,4,2020
"PR17M0024",0,335,4,2020
"PR17F0035",62,285,4,2020
"PR17M0030",68,280,4,2020
"PR17M0032",7,340,4,2020
"PR17F0032",2,345,4,2020
"PR17M0023",0,348,4,2020
"PR17M0022",13,335,4,2020
"PR18M0008",0,309,4,2020
"PR18F0010",22,24,4,2020
"PR18M0006",0,347,4,2020
"PR18F0005",0,304,4,2020
"PR18M0001",0,67,4,2020
"PR18F0014",23,325,4,2020
"PR18F0002",101,247,4,2020
"PR18F0020",100,116,4,2020
"PR18F0023",0,108,4,2020
"PR18M0013",0,47,4,2020
"PR18M0012",0,338,4,2020
"PR18F0021",0,238,4,2020
"PR18F0030",18,329,4,2020
"PR18F0027",187,95,4,2020
"PR18M0010",0,348,4,2020
"PR18F0022",89,259,4,2020
"PR18M0011",0,200,4,2020
"PR19M0001",0,347,4,2020
"PR19F0002",8,339,4,2020
"PR19F0007",55,281,4,2020
"PR19F0006",13,67,4,2020
"PR19F0003",32,315,4,2020
"PR19F0032",0,346,4,2020
"PR19M0007",1,344,4,2020
"PR19F0016",0,347,4,2020
"PR19F0018",0,348,4,2020
"PR19M0004",0,344,4,2020
"PR19F0020",0,334,4,2020
"PR19M0005",0,348,4,2020
"PR19F0022",11,325,4,2020
"PR19F0026",0,342,4,2020
"PR19M0008",0,346,4,2020
"PR19F0021",0,285,4,2020
"PR19F0008",12,336,4,2020
"PR19F0028",9,338,4,2020
"PR19F0009",28,319,4,2020
"PR19F0027",0,348,4,2020
"PR19F0025",0,339,4,2020
"PR19F0012",0,179,4,2020
"PR19F0029",2,344,4,2020
"PR19F0031",88,260,4,2020
"PR19M0013",78,270,4,2020
"PR20F0022",98,245,4,2020
"PR20F0025",41,304,4,2020
"PR20F0043",0,346,4,2020
"PR20M0010",89,259,4,2020
"PR20F0034",0,347,4,2020
"PR20F0044",4,344,4,2020
"PR20M0009",112,236,4,2020
"PR20F0035",254,90,4,2020
"PR20F0045",74,274,4,2020
"PR20F0036",0,348,4,2020
"PR20F0049",71,277,4,2020
"PR20F0038",0,348,4,2020
"PR20F0037",259,89,4,2020
"PR20F0039",215,131,4,2020
"PR20F0041",127,220,4,2020
"PR20U0003",0,346,4,2020
"PR20F0026",288,58,4,2020
"PR20F0033",170,177,4,2020
"PR20F0031",146,201,4,2020
"PR20F0023",116,232,4,2020
"PR20F0020",193,155,4,2020
"PR20F0030",147,197,4,2020
"PR20F0024",265,83,4,2020
"PR20F0021",110,234,4,2020
"PR20M0006",0,348,4,2020
"PR20F0015",295,53,4,2020
"PR20F0018",4,343,4,2020
"PR20M0001",0,347,4,2020
"PR20F0017",8,339,4,2020
"PR20M0007",3,343,4,2020
"PR20F0004",0,348,4,2020
"PR20M0005",20,328,4,2020
"PR20F0006",127,221,4,2020
"PR20M0002",16,332,4,2020
"PR20M0004",0,348,4,2020
"PR20F0007",0,346,4,2020
"PR20F0008",0,348,4,2020
"PR20F0005",43,304,4,2020
"PR20F0002",0,345,4,2020
"PR20F0011",22,326,4,2020
"PR20M0008",0,348,4,2020
"PR20F0001",0,348,4,2020
"PR20F0014",123,224,4,2020
"PR20F0013",21,327,4,2020
"PR20F0050",0,347,4,2020
"PR20F0051",152,196,4,2020
"PR20F0058",7,340,4,2020
"PR20F0054",0,348,4,2020
"PR20F0056",30,316,4,2020
"PR20M0014",0,13,4,2020
"PR20F0066",0,345,4,2020
"PR20M0011",0,346,4,2020
"PR20F0072",144,204,4,2020
"PR20F0052",44,303,4,2020
"PR20F0074",18,327,4,2020
"PR20M0016",104,244,4,2020
"PR20F0071",31,316,4,2020
"PR20M0013",0,347,4,2020
"PR20F0062",0,348,4,2020
"PR20F0060",73,274,4,2020
"PR20F0055",88,260,4,2020
"PR20F0061",0,348,4,2020
"PR20M0015",116,231,4,2020
"PR20F0059",69,277,4,2020
"PR20F0073",196,150,4,2020
"PR20F0064",88,259,4,2020
"PR20F0070",0,348,4,2020
"PR20F0063",137,210,4,2020
"PR20F0069",82,264,4,2020
"PR20F0053",214,132,4,2020
"PR18F0022",0,1,7,2020
"PR19M0001",0,1,7,2020
"PR19F0033",0,67,7,2020
"PR19F0021",0,280,7,2020
"PR17F0026",0,318,7,2020
"PR20F0020",2,334,7,2020
"PR17F0003",14,319,7,2020
"PR17F0002",40,293,7,2020
"PR17F0012",7,326,7,2020
"PR17F0004",94,240,7,2020
"PR17M0012",0,326,7,2020
"PR17M0005",13,324,7,2020
"PR17M0014",0,331,7,2020
"PR17F0009",0,333,7,2020
"PR17F0011",82,252,7,2020
"PR17M0006",0,314,7,2020
"PR17F0024",0,335,7,2020
"PR17M0003",0,333,7,2020
"PR17F0037",1,333,7,2020
"PR17U0004",0,335,7,2020
"PR17F0020",64,270,7,2020
"PR17M0011",0,325,7,2020
"PR17F0018",0,322,7,2020
"PR17U0001",0,336,7,2020
"PR17F0008",10,323,7,2020
"PR17F0017",0,335,7,2020
"PR17M0017",0,330,7,2020
"PR17U0007",0,336,7,2020
"PR17F0034",0,312,7,2020
"PR17M0028",0,333,7,2020
"PR17M0024",0,309,7,2020
"PR17F0035",6,327,7,2020
"PR17M0030",0,335,7,2020
"PR17M0032",0,335,7,2020
"PR17F0032",0,328,7,2020
"PR17M0023",0,335,7,2020
"PR17M0022",0,324,7,2020
"PR18M0006",0,332,7,2020
"PR18F0005",133,144,7,2020
"PR18F0014",0,328,7,2020
"PR18F0002",0,55,7,2020
"PR18M0012",0,335,7,2020
"PR18F0030",0,338,7,2020
"PR18M0010",142,195,7,2020
"PR19F0002",69,256,7,2020
"PR19F0007",1,334,7,2020
"PR19F0003",0,356,7,2020
"PR19F0032",133,202,7,2020
"PR19M0007",0,331,7,2020
"PR19F0016",0,337,7,2020
"PR19F0018",0,330,7,2020
"PR19M0004",15,315,7,2020
"PR19F0020",0,318,7,2020
"PR19M0005",0,337,7,2020
"PR19F0022",0,338,7,2020
"PR19F0026",0,161,7,2020
"PR19M0008",0,333,7,2020
"PR19F0023",0,335,7,2020
"PR19F0008",0,338,7,2020
"PR19F0028",0,321,7,2020
"PR19F0009",0,324,7,2020
"PR19F0027",0,334,7,2020
"PR19F0029",43,292,7,2020
"PR19F0031",0,337,7,2020
"PR19M0013",0,337,7,2020
"PR20F0022",0,337,7,2020
"PR20F0025",0,335,7,2020
"PR20F0043",0,334,7,2020
"PR20M0010",0,334,7,2020
"PR20F0034",0,335,7,2020
"PR20F0044",0,338,7,2020
"PR20M0009",0,337,7,2020
"PR20F0035",0,334,7,2020
"PR20F0045",19,317,7,2020
"PR20F0036",0,337,7,2020
"PR20F0049",4,332,7,2020
"PR20F0038",51,288,7,2020
"PR20F0037",0,332,7,2020
"PR20F0039",0,332,7,2020
"PR20F0041",0,337,7,2020
"PR20U0003",0,334,7,2020
"PR20F0026",93,241,7,2020
"PR20F0033",0,334,7,2020
"PR20F0031",0,334,7,2020
"PR20F0023",23,313,7,2020
"PR20F0030",0,333,7,2020
"PR20F0024",0,334,7,2020
"PR20F0021",0,338,7,2020
"PR20M0006",2,331,7,2020
"PR20F0015",15,324,7,2020
"PR20F0018",2,333,7,2020
"PR20M0001",0,333,7,2020
"PR20F0017",77,258,7,2020
"PR20F0016",0,336,7,2020
"PR20M0007",0,333,7,2020
"PR20F0009",0,334,7,2020
"PR20F0004",0,334,7,2020
"PR20M0005",0,337,7,2020
"PR20F0006",0,320,7,2020
"PR20M0002",0,336,7,2020
"PR20M0004",0,337,7,2020
"PR20F0008",37,297,7,2020
"PR20F0005",1,335,7,2020
"PR20F0002",0,335,7,2020
"PR20F0011",107,224,7,2020
"PR20M0008",0,337,7,2020
"PR20F0001",0,336,7,2020
"PR20F0014",9,329,7,2020
"PR20F0013",0,334,7,2020
"PR20F0050",0,258,7,2020
"PR20F0051",220,117,7,2020
"PR20F0058",0,278,7,2020
"PR20F0054",0,338,7,2020
"PR20F0056",0,333,7,2020
"PR20F0068",0,333,7,2020
"PR20F0066",53,284,7,2020
"PR20M0011",0,337,7,2020
"PR20F0072",0,334,7,2020
"PR20F0052",105,223,7,2020
"PR20F0074",193,130,7,2020
"PR20M0016",0,333,7,2020
"PR20F0071",0,340,7,2020
"PR20M0013",0,335,7,2020
"PR20F0060",28,303,7,2020
"PR20F0055",0,334,7,2020
"PR20F0061",0,334,7,2020
"PR20M0015",0,337,7,2020
"PR20F0059",0,312,7,2020
"PR20F0073",115,222,7,2020
"PR20F0064",0,329,7,2020
"PR20F0070",23,310,7,2020
"PR20F0063",0,334,7,2020
"PR20F0069",0,334,7,2020
"PR20F0053",69,252,7,2020
"PR18F0005",0,22,11,2020
"PR18F0022",2,80,11,2020
"PR20M0009",106,242,11,2020
"PR20F0049",57,292,11,2020
"PR20F0045",105,239,11,2020
"PR20F0044",3,346,11,2020
"PR20F0043",0,349,11,2020
"PR20F0041",0,349,11,2020
"PR20F0039",0,349,11,2020
"PR20F0038",158,191,11,2020
"PR20F0037",168,180,11,2020
"PR20F0036",12,337,11,2020
"PR20F0035",180,156,11,2020
"PR20F0034",236,113,11,2020
"PR20F0033",269,79,11,2020
"PR20F0031",224,125,11,2020
"PR20F0030",202,147,11,2020
"PR20F0026",311,38,11,2020
"PR20F0025",264,80,11,2020
"PR20F0024",260,89,11,2020
"PR20F0023",343,6,11,2020
"PR20F0022",313,36,11,2020
"PR20F0021",172,177,11,2020
"PR20F0020",296,52,11,2020
"PR17F0003",11,337,11,2020
"PR17F0002",132,199,11,2020
"PR17F0012",130,217,11,2020
"PR17F0004",113,235,11,2020
"PR17M0005",9,339,11,2020
"PR17M0014",206,126,11,2020
"PR17F0009",128,217,11,2020
"PR17F0011",4,344,11,2020
"PR17F0024",188,151,11,2020
"PR17M0003",40,172,11,2020
"PR17F0020",122,225,11,2020
"PR17M0011",69,267,11,2020
"PR17F0018",45,304,11,2020
"PR17U0001",111,225,11,2020
"PR17F0008",1,347,11,2020
"PR17F0026",124,214,11,2020
"PR17M0017",11,337,11,2020
"PR17U0007",126,210,11,2020
"PR17F0034",47,299,11,2020
"PR17M0028",80,268,11,2020
"PR17M0024",23,282,11,2020
"PR17F0035",61,288,11,2020
"PR17F0032",20,327,11,2020
"PR17M0023",100,242,11,2020
"PR17M0022",4,345,11,2020
"PR18M0006",39,308,11,2020
"PR18F0014",0,83,11,2020
"PR18F0030",332,14,11,2020
"PR18M0010",106,241,11,2020
"PR19F0002",25,322,11,2020
"PR19F0003",65,159,11,2020
"PR19F0032",53,292,11,2020
"PR19M0007",22,322,11,2020
"PR19F0016",24,148,11,2020
"PR19F0018",0,223,11,2020
"PR19M0004",190,156,11,2020
"PR19F0020",212,133,11,2020
"PR19F0022",21,312,11,2020
"PR19F0026",0,81,11,2020
"PR19M0008",63,282,11,2020
"PR19F0023",182,167,11,2020
"PR19F0008",130,170,11,2020
"PR19F0028",173,175,11,2020
"PR19F0009",195,153,11,2020
"PR19F0027",148,186,11,2020
"PR19F0029",2,346,11,2020
"PR19F0031",0,329,11,2020
"PR19M0013",21,327,11,2020
"PR20U0003",0,347,11,2020
"PR20F0015",326,22,11,2020
"PR20F0018",18,331,11,2020
"PR20M0001",0,349,11,2020
"PR20F0017",237,111,11,2020
"PR20F0016",11,337,11,2020
"PR20M0007",1,348,11,2020
"PR20F0009",167,181,11,2020
"PR20F0006",305,42,11,2020
"PR20M0002",75,273,11,2020
"PR20F0008",14,334,11,2020
"PR20F0005",93,255,11,2020
"PR20F0002",22,324,11,2020
"PR20F0011",1,348,11,2020
"PR20M0008",38,311,11,2020
"PR20F0001",88,259,11,2020
"PR20F0014",281,67,11,2020
"PR20F0013",0,347,11,2020
"PR20F0051",241,108,11,2020
"PR20F0054",0,348,11,2020
"PR20F0056",0,348,11,2020
"PR20F0068",0,345,11,2020
"PR20F0066",15,334,11,2020
"PR20M0011",4,343,11,2020
"PR20F0072",117,229,11,2020
"PR20F0052",40,306,11,2020
"PR20F0074",0,348,11,2020
"PR20F0071",1,347,11,2020
"PR20M0013",0,348,11,2020
"PR20F0060",0,347,11,2020
"PR20M0015",3,346,11,2020
"PR20F0059",0,348,11,2020
"PR20F0073",0,347,11,2020
"PR20F0064",34,314,11,2020
"PR20F0070",209,136,11,2020
"PR20F0069",0,346,11,2020
"PR20F0053",0,348,11,2020
