"ID","m_PDSI","month","year"
"PR17M0001",-3.83964791590689,"07","2018"
"PR17M0010",-3.89999075047243,"07","2018"
"PR17M0008",-4.23886314187807,"07","2018"
"PR17F0036",-3.59629759712917,"07","2018"
"PR17M0033",-4.64200541677029,"07","2018"
"PR17M0013",-4.42585690017709,"07","2018"
"PR17F0013",-4.38262626943478,"07","2018"
"PR17M0015",-4.54022524645417,"07","2018"
"PR17F0014",-3.936203242333,"07","2018"
"PR17F0006",-3.70602087211117,"07","2018"
"PR17F0011",-3.65127151646625,"07","2018"
"PR17F0009",-4.00942863506746,"07","2018"
"PR17M0014",-4.45442435138679,"07","2018"
"PR17M0034",-3.92521810171487,"07","2018"
"PR17F0015",-3.90880692780364,"07","2018"
"PR17M0009",-3.59550287846761,"07","2018"
"PR17M0012",-4.44120755044449,"07","2018"
"PR17F0004",-4.48464410381036,"07","2018"
"PR17F0010",-3.58957778422719,"07","2018"
"PR17F0005",-3.65180688547485,"07","2018"
"PR17F0012",-4.31197962523859,"07","2018"
"PR17M0004",-3.88328541133697,"07","2018"
"PR17F0001",-3.99573887812753,"07","2018"
"PR17F0002",-4.18813843344989,"07","2018"
"PR17F0003",-4.56354045440052,"07","2018"
"PR17M0002",-3.42394193821871,"11","2018"
"PR17M0007",-3.32608470079599,"11","2018"
"PR17M0006",-3.73084044049475,"11","2018"
"PR17M0005",-3.17800864078828,"11","2018"
"PR17M0022",-3.63659231839668,"11","2018"
"PR17M0023",-2.87207978077998,"11","2018"
"PR17F0032",-3.43277532463011,"11","2018"
"PR17M0032",-3.7132204767763,"11","2018"
"PR17M0029",-3.42285472711788,"11","2018"
"PR17M0026",-3.61487462827953,"11","2018"
"PR17F0033",-3.88553850543735,"11","2018"
"PR17M0025",-3.64772550308939,"11","2018"
"PR17M0030",-3.42285472711788,"11","2018"
"PR17M0018",-3.41915595589809,"11","2018"
"PR17F0035",-3.61599646994622,"11","2018"
"PR17M0024",-3.41638151857125,"11","2018"
"PR17M0028",-3.71540145312684,"11","2018"
"PR17F0034",-3.42394193821871,"11","2018"
"PR17U0007",-3.88213735055839,"11","2018"
"PR17M0017",-3.41638151857125,"11","2018"
"PR17F0023",-3.67023454849719,"11","2018"
"PR17F0026",-3.43048006519631,"11","2018"
"PR17F0017",-3.67144776873635,"11","2018"
"PR17F0008",-3.784554874294,"11","2018"
"PR17U0001",-3.76673727118609,"11","2018"
"PR17F0018",-3.63620543316944,"11","2018"
"PR17M0011",-3.03590912442819,"11","2018"
"PR17F0027",-3.88180087631825,"11","2018"
"PR17F0020",-3.63728527344222,"11","2018"
"PR17U0004",-3.76666861887305,"11","2018"
"PR17M0003",-3.72377812406447,"11","2018"
"PR17F0024",-2.92661506906175,"11","2018"
"PR17M0001",-3.02485459465907,"11","2018"
"PR17M0008",-3.27435098404195,"11","2018"
"PR17F0036",-3.17580391373829,"11","2018"
"PR17M0013",-3.16368397001469,"11","2018"
"PR17F0013",-3.82087323923175,"11","2018"
"PR17M0015",-3.0958064229944,"11","2018"
"PR17F0014",-3.16509452844223,"11","2018"
"PR17F0006",-3.17580391373829,"11","2018"
"PR17F0011",-3.17805443320928,"11","2018"
"PR17F0009",-2.87020530086969,"11","2018"
"PR17M0014",-3.72981274561814,"11","2018"
"PR17M0034",-3.16420408645155,"11","2018"
"PR17M0009",-2.86862305764751,"11","2018"
"PR17M0012",-3.17744524627552,"11","2018"
"PR17F0004",-3.71363769897665,"11","2018"
"PR17F0010",-2.8668330652387,"11","2018"
"PR17F0005",-2.86985310719581,"11","2018"
"PR17F0012",-2.87207978077998,"11","2018"
"PR17F0002",-3.27605215480938,"11","2018"
"PR17F0003",-3.8804494654645,"11","2018"
"PR17F0037",-3.27588873807559,"11","2018"
"PR17F0015",-3.09796332467798,"11","2018"
"PR17F0019",-3.42437690189899,"11","2018"
"PR18F0008",-1.14757471244038,"02","2019"
"PR17M0002",-2.30456325564263,"02","2019"
"PR17M0007",-2.17049160571252,"02","2019"
"PR17M0006",-2.31240820725004,"02","2019"
"PR17M0005",-2.31460348475442,"02","2019"
"PR18F0033",-1.0754918274169,"02","2019"
"PR18F0034",-1.07140213524855,"02","2019"
"PR18F0032",-1.12313495669762,"02","2019"
"PR18F0025",-1.27085382497634,"02","2019"
"PR18F0024",-1.27094317801394,"02","2019"
"PR18F0019",-1.55273967163973,"02","2019"
"PR18M0015",-1.27186836480077,"02","2019"
"PR18F0029",-0.865419659444256,"02","2019"
"PR18M0011",-1.25420922631294,"02","2019"
"PR18F0022",-1.44568625512282,"02","2019"
"PR18M0010",-1.1673544260308,"02","2019"
"PR18M0014",-1.27121393557309,"02","2019"
"PR18F0027",-1.20021331783532,"02","2019"
"PR18F0030",-1.27293969952127,"02","2019"
"PR18F0021",-1.44833112937366,"02","2019"
"PR18M0012",-1.44031439240413,"02","2019"
"PR18M0013",-1.1502940263475,"02","2019"
"PR18F0026",-1.27266504017674,"02","2019"
"PR18F0023",-1.25608738708787,"02","2019"
"PR18F0028",-1.23960047932169,"02","2019"
"PR18F0020",-1.44639648818167,"02","2019"
"PR18F0009",-1.06960548800273,"02","2019"
"PR18F0002",-1.20503579060678,"02","2019"
"PR18M0003",-1.20843435051816,"02","2019"
"PR18F0006",-1.0680811065055,"02","2019"
"PR18U0003",-1.20656411997279,"02","2019"
"PR18F0007",-1.20877318060205,"02","2019"
"PR18M0005",-1.07140560212912,"02","2019"
"PR18M0007",-1.01733666225228,"02","2019"
"PR18F0012",-1.07279079933862,"02","2019"
"PR18U0001",-1.20530707907544,"02","2019"
"PR18F0014",-1.0743406546583,"02","2019"
"PR18M0001",-1.06123145095568,"02","2019"
"PR18U0002",-1.20530707907544,"02","2019"
"PR18F0017",-1.0175149543111,"02","2019"
"PR18F0005",-1.06753978083218,"02","2019"
"PR18M0006",-1.16353349963022,"02","2019"
"PR18F0016",-1.07027757729951,"02","2019"
"PR18F0011",-1.06838215292958,"02","2019"
"PR18F0003",-1.05933538658873,"02","2019"
"PR18F0010",-1.20656411997279,"02","2019"
"PR18F0015",-1.07951241633386,"02","2019"
"PR18F0013",-1.0768353590824,"02","2019"
"PR18F0018",-1.00487483605895,"02","2019"
"PR18M0008",-1.01670842255955,"02","2019"
"PR17M0022",-2.30624053399827,"02","2019"
"PR17M0023",-2.16939322482345,"02","2019"
"PR17F0032",-2.30614579169508,"02","2019"
"PR17M0032",-2.29841152505725,"02","2019"
"PR17M0029",-2.31537635244799,"02","2019"
"PR17M0026",-2.37947019593788,"02","2019"
"PR17F0033",-2.30478807100255,"02","2019"
"PR17M0025",-2.30614579169508,"02","2019"
"PR17M0030",-2.30627556304275,"02","2019"
"PR17M0018",-2.31522951520722,"02","2019"
"PR17F0035",-2.38755489079412,"02","2019"
"PR17M0024",-2.31535127687651,"02","2019"
"PR17M0028",-2.29850816921112,"02","2019"
"PR17F0034",-2.3006955554687,"02","2019"
"PR17U0007",-2.31512991087861,"02","2019"
"PR17M0017",-2.31431292287167,"02","2019"
"PR17F0023",-2.32852403010315,"02","2019"
"PR17F0026",-2.30575289456983,"02","2019"
"PR17F0017",-2.3147040611404,"02","2019"
"PR17F0008",-2.38091230573164,"02","2019"
"PR17U0001",-2.29875308434816,"02","2019"
"PR17F0018",-2.30040790049659,"02","2019"
"PR17M0011",-2.17129893402638,"02","2019"
"PR17F0027",-2.38075365099043,"02","2019"
"PR17F0020",-2.32912649275746,"02","2019"
"PR17U0004",-2.29842814935546,"02","2019"
"PR17F0037",-2.17049139007642,"02","2019"
"PR17M0003",-2.38682113604014,"02","2019"
"PR17F0024",-2.17097067730389,"02","2019"
"PR17M0001",-2.2762853831063,"02","2019"
"PR17M0008",-2.31540506241834,"02","2019"
"PR17F0036",-2.31612744085521,"02","2019"
"PR17M0013",-2.31388509330121,"02","2019"
"PR17F0013",-2.38080653590417,"02","2019"
"PR17M0015",-2.31297612781084,"02","2019"
"PR17F0014",-2.3205248836805,"02","2019"
"PR17F0006",-2.31612744085521,"02","2019"
"PR17F0011",-2.31751293503025,"02","2019"
"PR17F0009",-2.22692643764992,"02","2019"
"PR17M0014",-2.30437956621145,"02","2019"
"PR17M0034",-2.31396810453591,"02","2019"
"PR17F0015",-2.31846934804014,"02","2019"
"PR17M0009",-2.22869971976965,"02","2019"
"PR17M0012",-2.31303049626887,"02","2019"
"PR17F0004",-2.29858996025303,"02","2019"
"PR17F0010",-2.22780367541794,"02","2019"
"PR17F0005",-2.22869971976965,"02","2019"
"PR17F0012",-2.22780367541794,"02","2019"
"PR17F0002",-2.16982662836608,"02","2019"
"PR17F0003",-2.1706395348155,"02","2019"
"PR18F0031",-0.882057332479262,"02","2019"
"PR17F0019",-2.31393719569618,"02","2019"
"PR19M0001",-2.4620614518358,"02","2019"
"PR19M0003",-2.4464918144152,"02","2019"
"PR19F0004",-2.40635767021432,"02","2019"
"PR19F0033",-2.41757966020374,"02","2019"
"PR19F0001",-2.46734173258525,"02","2019"
"PR19F0002",-2.40254011404571,"02","2019"
"PR19F0007",-2.38467126727337,"02","2019"
"PR19F0006",-2.39388941301139,"02","2019"
"PR19F0005",-2.37068805391507,"02","2019"
"PR19F0003",-2.37139991307623,"02","2019"
"PR19M0002",-2.36957742946657,"02","2019"
"PR17M0002",0.752332551949952,"04","2019"
"PR17M0007",1.29334995543975,"04","2019"
"PR17M0006",1.04457043499281,"04","2019"
"PR17M0005",0.22504198379527,"04","2019"
"PR19M0002",3.09252785957894,"04","2019"
"PR19F0005",2.35705403087728,"04","2019"
"PR19F0003",1.93926113976745,"04","2019"
"PR19F0006",2.85013267071781,"04","2019"
"PR19F0007",2.98493190502694,"04","2019"
"PR19F0002",2.75425223746986,"04","2019"
"PR19F0033",3.64720259179265,"04","2019"
"PR19M0001",3.07128240347436,"04","2019"
"PR18F0033",1.85912540636321,"04","2019"
"PR18F0034",1.85878439567793,"04","2019"
"PR18F0032",2.70550919449414,"04","2019"
"PR18F0025",2.78876821037566,"04","2019"
"PR18F0024",2.52414755726507,"04","2019"
"PR18F0019",2.6231954118884,"04","2019"
"PR18F0031",2.92997061726892,"04","2019"
"PR18M0015",2.70866997106582,"04","2019"
"PR18F0029",2.72329364593606,"04","2019"
"PR18M0011",2.80820507370093,"04","2019"
"PR18F0022",3.22208722693977,"04","2019"
"PR18M0010",2.33322831879353,"04","2019"
"PR18M0014",2.54015232991669,"04","2019"
"PR18F0027",3.69531535810531,"04","2019"
"PR18F0030",2.31409538668092,"04","2019"
"PR18F0021",2.4875334647762,"04","2019"
"PR18M0012",2.46469820452564,"04","2019"
"PR18M0013",2.83482015496373,"04","2019"
"PR18F0023",2.41215940692168,"04","2019"
"PR18F0028",2.31000162210731,"04","2019"
"PR18F0020",3.14815181755175,"04","2019"
"PR18F0009",2.35410514225844,"04","2019"
"PR18F0002",2.54204902349508,"04","2019"
"PR18M0003",2.57412562848158,"04","2019"
"PR18F0006",2.4689069670058,"04","2019"
"PR18U0003",1.99564854512249,"04","2019"
"PR18F0007",2.72685473281983,"04","2019"
"PR18M0005",1.98681467611082,"04","2019"
"PR18M0007",1.92202728857801,"04","2019"
"PR18F0012",1.88430634672106,"04","2019"
"PR18U0001",2.02528463095291,"04","2019"
"PR18F0014",1.73399805896492,"04","2019"
"PR18M0001",2.55462366921431,"04","2019"
"PR18U0002",2.42437429952673,"04","2019"
"PR18F0017",1.84610133697256,"04","2019"
"PR18F0005",2.47814457563502,"04","2019"
"PR18M0006",2.31660642348617,"04","2019"
"PR18F0011",2.14306370255915,"04","2019"
"PR18F0003",2.5208224797177,"04","2019"
"PR18F0010",2.14971062734648,"04","2019"
"PR18F0015",1.73289752727004,"04","2019"
"PR18F0013",1.86551860877969,"04","2019"
"PR18F0018",1.92020666248147,"04","2019"
"PR18M0008",1.99298498165185,"04","2019"
"PR17M0022",1.27365530644269,"04","2019"
"PR17M0023",0.511784199671715,"04","2019"
"PR17F0032",0.77681199410967,"04","2019"
"PR17M0032",0.744083047236732,"04","2019"
"PR17M0029",0.0441821091043217,"04","2019"
"PR17M0026",-0.193587004850408,"04","2019"
"PR17F0033",0.823383325490133,"04","2019"
"PR17M0030",0.50544290005613,"04","2019"
"PR17M0018",1.5481284963805,"04","2019"
"PR17F0035",0.757407407716697,"04","2019"
"PR17M0024",1.13749528685221,"04","2019"
"PR17M0028",-1.18919899915458,"04","2019"
"PR17F0034",0.49460458690702,"04","2019"
"PR17U0007",0.733372381236196,"04","2019"
"PR17M0017",0.50544290005613,"04","2019"
"PR17F0023",0.0455674831939181,"04","2019"
"PR17F0026",0.66685012307731,"04","2019"
"PR17F0017",0.014459870975853,"04","2019"
"PR17F0008",-0.0971165958120276,"04","2019"
"PR17U0001",0.901221852352261,"04","2019"
"PR17F0018",-0.0967531884038016,"04","2019"
"PR17M0011",1.64570220502731,"04","2019"
"PR17F0027",-0.0392590727411837,"04","2019"
"PR17F0019",0.4681747314521,"04","2019"
"PR17F0020",0.039061412501326,"04","2019"
"PR17U0004",-0.0299175122706612,"04","2019"
"PR17F0037",0.774022430923545,"04","2019"
"PR17M0003",1.0965229040888,"04","2019"
"PR17F0024",1.01969932436083,"04","2019"
"PR17M0008",-0.120491279039736,"04","2019"
"PR17M0013",0.264824257302454,"04","2019"
"PR17F0013",-0.402209115295097,"04","2019"
"PR17M0015",-0.22165150324152,"04","2019"
"PR17F0014",0.0665222891345619,"04","2019"
"PR17F0006",0.105320459263319,"04","2019"
"PR17F0011",0.149620069600393,"04","2019"
"PR17F0009",0.572780034789914,"04","2019"
"PR17M0014",0.349239861927559,"04","2019"
"PR17M0034",0.18476549069392,"04","2019"
"PR17F0015",-0.138098803961665,"04","2019"
"PR17M0009",-1.13702947428118,"04","2019"
"PR17M0012",-0.0837855963649606,"04","2019"
"PR17F0004",0.654633336123686,"04","2019"
"PR17F0010",-0.687705578887146,"04","2019"
"PR17F0005",-1.0385232428789,"04","2019"
"PR17F0012",1.04741994915943,"04","2019"
"PR17F0002",0.175743050065802,"04","2019"
"PR17F0003",1.02961468996273,"04","2019"
"PR17M0001",0.107203017668866,"04","2019"
"PR17F0036",-0.138098803961665,"04","2019"
"PR17M0025",-0.0577425374280948,"04","2019"
"PR18M0002",2.59493920041911,"04","2019"
"PR17M0002",3.14567462991553,"07","2019"
"PR17M0007",2.43043240520618,"07","2019"
"PR17M0006",2.91451605155029,"07","2019"
"PR17M0005",1.51104608446332,"07","2019"
"PR19M0002",3.45899631496936,"07","2019"
"PR19F0005",3.47292328042329,"07","2019"
"PR19F0006",4.34593807557555,"07","2019"
"PR19F0007",3.49128866880353,"07","2019"
"PR19F0002",3.22436750418377,"07","2019"
"PR19F0033",3.41165741407242,"07","2019"
"PR19M0001",3.50294830261393,"07","2019"
"PR18F0033",2.83888830980329,"07","2019"
"PR18F0034",2.84982650626752,"07","2019"
"PR18F0032",3.00620817843401,"07","2019"
"PR18F0025",3.31491077709639,"07","2019"
"PR18F0024",2.80384720007677,"07","2019"
"PR18F0019",2.48745774121945,"07","2019"
"PR18F0031",3.86349519726416,"07","2019"
"PR18M0015",2.68580094341948,"07","2019"
"PR18F0029",3.89105618118607,"07","2019"
"PR18M0011",2.86838577427273,"07","2019"
"PR18F0022",2.49202184022803,"07","2019"
"PR18M0010",2.44529404732565,"07","2019"
"PR18M0014",2.75726558344922,"07","2019"
"PR18F0027",7.93427241157438,"07","2019"
"PR18F0030",2.34039369022983,"07","2019"
"PR18F0021",2.44708563009178,"07","2019"
"PR18M0012",2.69935660857662,"07","2019"
"PR18M0013",3.34910176119553,"07","2019"
"PR18F0023",2.62381923248283,"07","2019"
"PR18F0028",2.95737366478998,"07","2019"
"PR18F0020",2.86938571488953,"07","2019"
"PR18F0002",3.80567426772853,"07","2019"
"PR18M0003",3.78243928354602,"07","2019"
"PR18F0006",3.43059532686009,"07","2019"
"PR18U0003",3.23988016257656,"07","2019"
"PR18F0007",3.33130648398683,"07","2019"
"PR18M0007",2.98297182381077,"07","2019"
"PR18F0012",3.31533624441971,"07","2019"
"PR18U0001",3.42736530879528,"07","2019"
"PR18F0014",2.84920358681133,"07","2019"
"PR18M0001",3.7333954231344,"07","2019"
"PR18U0002",3.52599364723437,"07","2019"
"PR18F0017",2.90230066488876,"07","2019"
"PR18F0005",3.72550236253952,"07","2019"
"PR18M0006",3.74222603450256,"07","2019"
"PR18F0003",3.5332133173793,"07","2019"
"PR18F0010",3.53596256875775,"07","2019"
"PR18F0013",2.97911495473276,"07","2019"
"PR18F0018",3.0153999699822,"07","2019"
"PR18M0008",2.97931927934539,"07","2019"
"PR17M0022",2.83480743287191,"07","2019"
"PR17M0023",2.21246341213228,"07","2019"
"PR17F0032",3.0616589633475,"07","2019"
"PR17M0032",2.79048400970379,"07","2019"
"PR17M0029",3.04842379005882,"07","2019"
"PR17M0026",2.99793505918053,"07","2019"
"PR17M0025",3.14124973189298,"07","2019"
"PR17M0030",2.37259017658867,"07","2019"
"PR17M0018",2.63183540618964,"07","2019"
"PR17F0035",3.05342878755148,"07","2019"
"PR17M0024",2.90053165319083,"07","2019"
"PR17M0028",2.77164529647236,"07","2019"
"PR17F0034",3.10649638660202,"07","2019"
"PR17U0007",3.21990741414356,"07","2019"
"PR17M0017",3.1042296248893,"07","2019"
"PR17F0023",3.05338413402264,"07","2019"
"PR17F0026",3.21990741414356,"07","2019"
"PR17F0017",3.05322185781254,"07","2019"
"PR17F0008",2.76880623985753,"07","2019"
"PR17U0001",3.14124973189298,"07","2019"
"PR17F0018",2.79119737377437,"07","2019"
"PR17M0011",2.65838216956296,"07","2019"
"PR17F0027",2.89856817592048,"07","2019"
"PR17F0019",2.62316720281367,"07","2019"
"PR17F0020",3.14875486865512,"07","2019"
"PR17U0004",3.05433281774861,"07","2019"
"PR17F0037",2.17662891597067,"07","2019"
"PR17M0003",2.72403746243631,"07","2019"
"PR17F0024",1.09493943882804,"07","2019"
"PR17M0001",2.62566860943977,"07","2019"
"PR17M0008",1.4317189364164,"07","2019"
"PR17M0013",1.68211138801655,"07","2019"
"PR17F0013",3.17092978927762,"07","2019"
"PR17M0015",1.34237481795474,"07","2019"
"PR17F0014",1.68202852280202,"07","2019"
"PR17F0006",1.68247497243815,"07","2019"
"PR17F0011",1.68247497243815,"07","2019"
"PR17F0009",2.66481573678888,"07","2019"
"PR17M0014",3.07776017313442,"07","2019"
"PR17M0034",1.61212578209545,"07","2019"
"PR17F0015",2.15578575804032,"07","2019"
"PR17M0009",1.88531406879215,"07","2019"
"PR17M0012",2.16145397040599,"07","2019"
"PR17F0004",3.1845861910389,"07","2019"
"PR17F0010",2.16376391142214,"07","2019"
"PR17F0005",1.74399665470885,"07","2019"
"PR17F0012",2.61956092348919,"07","2019"
"PR17F0002",2.83418988889362,"07","2019"
"PR17F0003",2.74263378734845,"07","2019"
"PR19F0003",3.58522424593524,"07","2019"
"PR18M0004",3.1940605763327,"07","2019"
"PR17M0006",-1.60295725839206,"11","2019"
"PR17M0005",-2.35973774740501,"11","2019"
"PR18M0002",-1.10325034618543,"11","2019"
"PR19F0005",1.40820740927181,"11","2019"
"PR19F0003",1.42828423935105,"11","2019"
"PR19F0006",1.38986584513796,"11","2019"
"PR19F0007",1.49075592614663,"11","2019"
"PR19F0002",1.41557591229075,"11","2019"
"PR19F0033",1.42267062782746,"11","2019"
"PR19M0001",1.42351542473658,"11","2019"
"PR18F0025",-1.75560921402046,"11","2019"
"PR18F0031",0.481669771779866,"11","2019"
